age,gender,income,experience_years,monthly_spending,credit_score,has_credit_card,loan_amount,defaulted,city_Unknown,city_faisalabad,city_islamabad,city_karachi,city_rawalpindi,education_Intermediate,education_Master,education_Matric,education_PhD,education_Unknown,signup_year,signup_month,signup_day,signup_dayofweek,employment_type_Government,employment_type_Private,employment_type_Student,employment_type_Unemployed
68.0,0,66715.5,18,33410.8,606.0,1,160454.44,0,0,0,0,0,0,0,0,1,0,0,2023,3,5,6,1,0,0,0
37.0,1,91593.38,15,52954.95,686.0,0,238725.44,0,0,0,0,1,0,1,0,0,0,0,2023,4,5,2,0,0,0,0
18.0,0,72384.77,31,46359.87,357.0,1,247704.90777003483,1,0,0,0,0,1,0,0,0,1,0,2023,5,5,4,0,1,0,0
25.0,1,30329.27,28,14473.14,720.0,0,-44892.37,1,0,0,1,0,0,0,0,0,0,0,2023,6,5,0,1,0,0,0
65.0,0,99989.05,8,26823.13,700.0,0,247704.90777003483,1,0,0,0,0,0,0,0,0,0,0,2023,7,5,2,0,0,0,1
26.0,0,81972.01,20,17246.5,406.0,0,193397.44,1,0,0,0,0,1,0,0,0,0,0,2023,8,5,5,0,1,0,0
58.0,0,85476.32999999999,33,36284.32,468.0,1,396854.37,0,0,1,0,0,0,0,0,0,0,0,2023,9,5,1,0,0,1,0
18.0,1,104850.12,28,27158.61,427.0,1,169148.23,0,0,0,0,1,0,0,1,0,0,0,2023,10,5,3,0,0,1,0
53.0,0,25962.24,13,55171.62,331.0,0,452232.29,1,0,0,1,0,0,0,0,1,0,0,2023,11,5,6,0,0,0,0
37.0,0,111519.69,28,49801.14,315.0,1,277767.14,0,0,1,0,0,0,0,0,0,1,0,2023,12,5,1,0,0,0,1
45.0,0,56656.43,32,23341.47,421.0,1,198748.69,1,0,0,0,0,0,0,0,0,1,0,2023,5,13,5,1,0,0,0
42.0,0,87677.86,31,62520.54,824.0,1,42400.84,0,0,0,0,0,1,0,1,0,0,0,2023,5,14,6,0,0,0,1
46.22862068965517,1,104029.39,7,21938.6,508.0,1,296103.67,0,0,0,1,0,0,0,0,0,0,0,2023,5,15,0,0,0,0,0
42.0,0,112685.2,2,50069.27,349.0,1,263286.75,1,0,0,0,0,1,0,1,0,0,0,2023,5,16,1,0,0,0,1
73.0,1,105191.02,33,25956.19,658.0,1,189169.24,0,0,0,0,0,0,0,0,1,0,0,2023,5,17,2,0,0,0,0
34.0,0,89799.28,10,32335.13,493.0,1,102054.96,0,0,0,1,0,0,0,0,1,0,0,2023,5,18,3,0,0,1,0
57.0,0,95990.26,34,9627.48,490.0,1,-80101.98,1,0,0,1,0,0,0,1,0,0,0,2023,5,19,4,0,0,0,1
48.0,0,132117.6,18,42406.55,331.0,1,307241.35,0,0,1,0,0,0,0,0,0,0,0,2023,5,20,5,0,0,0,0
49.0,1,85476.32999999999,34,25763.15,487.0,0,263683.09,1,0,0,0,1,0,1,0,0,0,0,2023,5,21,6,0,1,0,0
19.0,1,58958.33,5,29011.57,845.0,1,104374.59,0,0,0,0,1,0,0,0,1,0,0,2023,5,22,0,0,0,1,0
28.0,0,60075.92,17,29066.38,371.0,0,57907.29,1,0,0,1,0,0,0,0,0,1,0,2023,5,23,1,0,0,1,0
41.0,1,115766.35,8,46209.9,338.0,1,351949.59,0,0,0,0,0,1,0,1,0,0,0,2023,5,24,2,1,0,0,0
38.0,0,77385.98,24,37935.14,395.0,0,248824.93,1,0,0,0,0,1,0,0,0,0,0,2023,5,25,3,0,1,0,0
52.0,1,85476.32999999999,5,21651.97,645.0,1,455379.41,0,0,1,0,0,0,1,0,0,0,0,2023,5,26,4,1,0,0,0
18.0,0,99155.48,0,38090.16,574.3770154373927,0,335315.49,1,0,0,0,0,1,0,0,0,1,0,2023,5,27,5,0,0,1,0
61.0,0,69768.12,26,38915.7,574.3770154373927,1,354484.66,1,0,0,0,1,0,0,1,0,0,0,2023,5,28,6,0,1,0,0
23.0,1,48147.69,27,36697.12,482.0,1,307160.85,0,0,0,1,0,0,0,0,1,0,0,2023,5,29,0,0,0,0,1
74.0,1,82860.01,15,35579.82,509.0,1,254300.96,0,0,0,1,0,0,0,1,0,0,0,2023,5,30,1,0,0,0,0
30.0,1,85367.37,34,23715.21,378.0,1,354719.38,1,0,0,0,1,0,1,0,0,0,0,2023,5,31,2,1,0,0,0
43.0,0,87820.1,31,57370.93,374.0,0,349922.47,0,0,1,0,0,0,0,1,0,0,0,2023,1,6,4,1,0,0,0
40.0,1,50525.42,7,24103.53,711.0,1,164721.54,0,0,0,0,0,0,0,0,0,0,0,2023,2,6,0,0,0,0,1
71.0,1,75836.05,1,35038.35,581.0,0,235217.06,0,0,0,0,0,0,0,0,0,0,0,2023,3,6,0,1,0,0,0
70.0,1,94157.8,33,59261.67,431.0,1,253025.07,0,0,0,0,1,0,1,0,0,0,0,2023,4,6,3,0,0,1,0
70.0,1,58134.44,16,56565.71,325.0,1,226293.65,0,0,1,0,0,0,1,0,0,0,0,2023,5,6,5,1,0,0,0
62.0,0,73771.96,0,39938.17,574.3770154373927,1,469388.53,1,0,0,1,0,0,0,0,0,0,0,2023,6,6,1,0,0,0,1
25.0,0,111068.49,2,24219.28,844.0,0,187986.22,0,0,0,0,1,0,0,0,0,1,0,2023,7,6,3,1,0,0,0
33.0,0,72542.11,18,10042.23,422.0,1,314578.06,0,0,0,1,0,0,0,1,0,0,0,2023,8,6,6,0,0,1,0
46.0,0,114841.18,18,31408.2,610.0,0,536124.55,0,0,0,1,0,0,0,1,0,0,0,2023,9,6,2,0,0,0,1
50.0,1,80787.75,9,38187.49,391.0,1,115305.27,0,0,0,0,1,0,0,0,0,1,0,2023,10,6,4,1,0,0,0
30.0,0,95207.95,10,54250.72,675.0,1,440252.95,0,0,0,0,0,0,0,1,0,0,0,2023,11,6,0,0,0,0,0
61.0,1,128589.6,6,50220.42,339.0,0,-8625.84,0,0,0,0,0,1,0,1,0,0,0,2023,12,6,2,0,0,0,1
63.0,1,114844.82,32,42351.88,579.0,1,248173.64,0,0,0,0,1,0,0,0,1,0,0,2023,6,13,1,1,0,0,0
59.0,0,125497.44,27,36779.0,632.0,1,262295.05,0,0,0,1,0,0,0,0,1,0,0,2023,6,14,2,0,1,0,0
59.0,0,57957.5,16,58931.72,506.0,1,71680.65,1,0,0,0,0,1,0,1,0,0,0,2023,6,15,3,0,1,0,0
66.0,1,91454.21,5,31868.1,377.0,1,465694.68,1,0,0,0,0,0,1,0,0,0,0,2023,6,16,4,0,0,1,0
73.0,0,108821.87,30,24807.48,384.0,0,296806.42,0,0,0,0,1,0,0,0,1,0,0,2023,6,17,5,0,0,1,0
43.0,1,106371.09,4,11472.92,322.0,0,563655.51,0,0,0,0,0,0,0,1,0,0,0,2023,6,18,6,0,0,1,0
21.0,1,87399.46,8,45268.71,447.0,1,-38900.5,1,0,0,1,0,0,0,0,0,1,0,2023,6,19,0,0,0,1,0
71.0,0,124913.92,7,13525.76,612.0,1,238012.43,0,0,0,0,0,1,0,1,0,0,0,2023,6,20,1,0,1,0,0
42.0,0,84425.95,13,33892.88,559.0,1,300668.7,0,0,0,0,1,0,0,1,0,0,0,2023,6,21,2,0,1,0,0
46.0,1,96182.46,26,15534.05,327.0,0,423911.72,1,0,0,0,0,1,0,0,0,0,0,2023,6,22,3,0,0,0,0
38.0,0,97866.24,10,63284.94,492.0,1,221021.88,1,0,0,0,0,0,0,0,0,0,1,2023,6,23,4,0,0,0,1
60.0,1,86556.98,17,34197.88,353.0,1,294524.83,0,1,0,0,0,0,1,0,0,0,0,2023,6,24,5,1,0,0,0
55.0,1,85329.85,19,56818.5,318.0,1,286134.2,0,0,0,1,0,0,0,0,0,0,0,2023,6,25,6,0,0,0,1
26.0,1,85476.32999999999,15,48414.11,743.0,0,189401.02,0,0,0,1,0,0,0,1,0,0,0,2023,6,26,0,0,1,0,0
48.0,0,111218.64,3,34798.72,363.0,1,407082.05,0,0,0,1,0,0,0,0,0,1,0,2023,6,27,1,0,1,0,0
56.0,0,143348.57,7,43412.46,353.0,0,247704.90777003483,1,0,1,0,0,0,0,1,0,0,0,2023,6,28,2,0,0,0,0
50.0,1,86346.16,6,14614.16,690.0,1,170408.77,0,0,0,1,0,0,0,0,0,0,0,2023,6,29,3,0,1,0,0
47.0,0,62322.38,13,16220.97,550.0,1,311569.62,0,0,0,0,1,0,0,1,0,0,0,2023,6,30,4,0,0,0,0
26.0,1,74027.77,27,58233.84,554.0,0,295911.68,0,0,1,0,0,0,1,0,0,0,0,2023,1,7,5,0,0,0,0
36.0,0,69191.65,8,3584.79,563.0,0,352857.63,1,0,0,0,1,0,0,0,0,0,0,2023,2,7,1,0,0,0,1
71.0,0,113218.77,16,71407.09,774.0,1,310437.95,0,0,0,0,0,1,0,0,0,0,0,2023,3,7,1,1,0,0,0
59.0,0,55429.8,26,46799.76,676.0,0,223764.21,0,0,0,1,0,0,0,1,0,0,0,2023,4,7,4,1,0,0,0
36.0,0,56049.61,32,39722.1,459.0,0,237504.25,0,0,1,0,0,0,1,0,0,0,0,2023,5,7,6,0,0,1,0
39.0,0,81198.32,19,14381.8,711.0,1,314599.26,0,0,1,0,0,0,0,0,0,1,0,2023,6,7,2,0,0,0,0
40.0,0,8337.13,5,42164.87,312.0,1,294844.99,1,0,0,0,0,1,0,1,0,0,0,2023,7,7,4,0,1,0,0
31.0,0,76090.36,0,38310.58,754.0,0,145541.93,0,0,0,1,0,0,0,1,0,0,0,2023,8,7,0,0,0,1,0
31.0,1,78879.94,8,57584.12,831.0,1,389678.87,0,0,0,0,0,1,0,0,1,0,0,2023,9,7,3,0,0,0,1
28.0,1,8076.08,23,37797.9,755.0,1,192963.36,0,0,0,1,0,0,0,0,0,0,0,2023,10,7,5,1,0,0,0
35.0,0,129596.78,28,14790.79,301.0,0,239800.54,0,0,1,0,0,0,0,0,0,1,0,2023,11,7,1,0,1,0,0
29.0,0,63318.82,4,75430.18,630.0,1,88059.88,0,0,1,0,0,0,1,0,0,0,0,2023,12,7,3,0,0,0,0
39.0,1,108182.51,34,54433.76,699.0,1,126390.14,0,0,0,0,0,0,0,0,0,0,0,2023,7,13,3,0,0,1,0
46.22862068965517,0,80919.41,29,41697.84,601.0,0,190715.21,0,0,0,0,1,0,0,1,0,0,0,2023,7,15,5,0,0,0,1
69.0,1,54147.13,33,42361.96,608.0,1,60813.45,1,0,0,0,1,0,0,0,1,0,0,2023,7,16,6,0,1,0,0
43.0,1,105774.03,27,34798.72,326.0,1,113400.86,0,0,0,0,0,0,0,0,1,0,0,2023,7,17,0,0,0,0,1
52.0,0,90401.57,34,25978.61,737.0,0,181125.33,0,0,0,0,0,0,0,0,0,0,0,2023,7,18,1,0,1,0,0
65.0,0,94375.29,14,37835.07,326.0,1,528112.79,1,0,0,0,0,1,0,0,0,1,0,2023,7,19,2,0,0,1,0
30.0,1,70928.31,21,21685.01,778.0,1,148940.26,0,0,0,1,0,0,0,0,0,1,0,2023,7,20,3,1,0,0,0
66.0,1,53076.86,2,25936.25,521.0,1,148482.88,1,0,0,0,1,0,0,0,0,1,0,2023,7,21,4,0,1,0,0
73.0,1,97027.24,32,27949.94,702.0,1,402085.87,0,0,1,0,0,0,0,1,0,0,0,2023,7,22,5,0,1,0,0
52.0,1,72464.02,20,14790.07,818.0,0,247704.90777003483,0,0,0,0,0,0,1,0,0,0,0,2023,7,23,6,1,0,0,0
55.0,1,98408.31,15,32472.78,751.0,1,332329.84,0,0,0,1,0,0,0,0,1,0,0,2023,7,24,0,1,0,0,0
49.0,1,69326.32,4,3772.11,468.0,1,247704.90777003483,1,0,0,1,0,0,0,0,0,0,0,2023,7,25,1,0,0,1,0
37.0,0,38811.18,7,17244.92,495.0,1,222831.37,0,0,0,1,0,0,0,1,0,0,0,2023,7,26,2,0,1,0,0
52.0,0,49507.94,17,54606.54,418.0,1,242654.94,1,0,1,0,0,0,0,0,0,0,0,2023,7,27,3,1,0,0,0
41.0,0,102273.43,28,48067.45,511.0,1,274696.27,0,0,0,0,0,1,0,0,1,0,0,2023,7,28,4,0,0,1,0
46.0,1,85476.32999999999,1,25363.55,351.0,0,127394.28,1,0,0,0,1,0,0,0,0,0,0,2023,7,29,5,0,0,0,1
22.0,1,66848.45,15,38732.85,699.0,0,292096.2,0,0,0,1,0,0,0,0,0,1,0,2023,7,31,0,1,0,0,0
46.22862068965517,1,84025.63,27,34798.72,524.0,1,172238.71,0,0,0,0,0,1,0,1,0,0,0,2023,1,8,6,0,0,1,0
23.0,0,54161.07,1,57614.87,358.0,1,261630.24,1,0,1,0,0,0,0,0,0,1,0,2023,2,8,2,0,0,0,0
65.0,0,60508.93,30,30417.9,829.0,0,106049.28,0,0,0,0,1,0,0,0,0,1,0,2023,3,8,2,1,0,0,0
45.0,1,85730.78,18,30448.11,348.0,1,250475.12,0,0,0,0,0,1,0,0,0,1,0,2023,4,8,5,0,1,0,0
74.0,1,116435.08,33,35358.17,798.0,1,244498.4,0,0,0,1,0,0,0,0,0,0,0,2023,5,8,0,0,0,0,1
22.0,0,92188.77,6,55005.75,800.0,1,321606.76,0,0,0,0,0,0,0,0,0,1,0,2023,6,8,3,1,0,0,0
46.22862068965517,1,107936.66,20,39262.53,777.0,1,236356.36,0,0,0,1,0,0,0,0,0,1,0,2023,7,8,5,0,0,0,0
25.0,0,79525.6,14,50519.02,310.0,1,359905.88,1,0,0,0,0,1,0,0,0,0,0,2023,8,8,1,1,0,0,0
37.0,0,106396.58,18,23383.69,719.0,0,401383.78,1,0,0,1,0,0,0,0,0,0,0,2023,9,8,4,1,0,0,0
53.0,1,74364.05,8,23361.26,377.0,0,179078.76,0,0,0,0,1,0,1,0,0,0,0,2023,10,8,6,0,1,0,0
38.0,1,135166.99,26,35803.09,762.0,1,209266.3,0,0,0,0,0,1,0,0,0,0,0,2023,11,8,2,0,0,0,0
71.0,0,94925.99,25,25885.16,565.0,1,212406.83,0,0,0,0,0,0,0,1,0,0,0,2023,12,8,4,0,0,1,0
74.0,1,87237.01,15,64817.39,541.0,1,367201.04,1,0,0,0,0,0,0,0,0,1,0,2023,8,13,6,1,0,0,0
19.0,1,170416.77,21,32410.89,333.0,1,351490.3,0,0,0,0,0,1,0,1,0,0,0,2023,8,14,0,0,1,0,0
54.0,1,153155.46,22,55334.27,453.0,0,174773.58,0,0,1,0,0,0,0,0,0,1,0,2023,8,15,1,0,0,1,0
52.0,0,54460.36,1,40065.01,850.0,1,290190.86,0,0,1,0,0,0,1,0,0,0,0,2023,8,16,2,0,0,0,0
66.0,0,117906.53,24,37046.76,632.0,0,329043.25,0,0,0,0,0,1,0,1,0,0,0,2023,8,17,3,0,0,0,1
43.0,0,149899.39,14,44436.05,327.0,0,70512.78,0,0,0,0,0,0,0,0,0,0,0,2023,8,18,4,0,0,1,0
23.0,1,96805.8,31,31885.27,551.0,1,243377.19,0,0,0,0,1,0,1,0,0,0,0,2023,8,19,5,0,1,0,0
20.0,0,44769.21,6,16812.18,431.0,0,273805.59,1,0,0,1,0,0,0,0,1,0,0,2023,8,20,6,0,1,0,0
27.0,1,70262.09,26,56476.9,542.0,0,109778.91,0,0,0,0,0,1,0,1,0,0,0,2023,8,21,0,0,1,0,0
62.0,0,52888.78,21,31721.96,677.0,1,337589.26,0,0,0,1,0,0,0,0,0,1,0,2023,8,22,1,0,0,0,0
23.0,1,107655.51,11,31466.71,384.0,1,357718.52,1,0,0,0,0,1,0,0,1,0,0,2023,8,23,2,1,0,0,0
58.0,1,109591.9,5,18990.45,329.0,0,293806.28,0,0,0,1,0,0,0,0,0,0,0,2023,8,24,3,0,0,0,1
25.0,0,56178.6,33,52761.57,815.0,0,322936.08,1,0,0,0,1,0,1,0,0,0,0,2023,8,25,4,1,0,0,0
71.0,0,107382.99,15,19704.13,614.0,0,400479.86,1,0,0,0,0,1,0,0,0,1,0,2023,8,26,5,0,0,1,0
24.0,0,56360.51,5,40254.7,437.0,1,369784.39,0,0,0,0,0,1,0,0,0,1,0,2023,8,27,6,0,0,1,0
55.0,1,97506.2,18,34798.72,739.0,1,378285.5,0,0,0,0,1,0,0,0,0,1,0,2023,8,28,0,0,0,0,0
18.0,0,67962.23,1,28706.11,770.0,0,360743.66,1,0,0,0,1,0,0,0,0,1,0,2023,8,29,1,0,0,1,0
58.0,1,119058.76,13,34798.72,574.3770154373927,1,175356.65,0,0,0,1,0,0,0,0,1,0,0,2023,8,30,2,0,0,0,1
21.0,1,82569.27,6,34814.38,324.0,1,73926.89,0,0,0,0,0,1,0,0,0,0,0,2023,8,31,3,0,1,0,0
38.0,0,109250.17,28,34798.72,552.0,0,164869.8,0,0,0,0,1,0,0,1,0,0,0,2023,1,9,0,0,0,0,0
66.0,1,45018.45,10,25352.95,574.0,0,421624.43,1,0,1,0,0,0,0,0,1,0,0,2023,2,9,3,0,1,0,0
51.0,1,118916.59,1,23727.88,501.0,0,426010.35,1,0,0,1,0,0,1,0,0,0,0,2023,3,9,3,1,0,0,0
37.0,0,52202.41,17,25134.62,724.0,1,77689.77,0,0,0,0,1,0,1,0,0,0,0,2023,4,9,6,0,0,0,0
53.0,0,95286.15,34,23381.49,544.0,0,291776.65,0,1,0,0,0,0,0,0,0,0,0,2023,5,9,1,0,0,0,0
53.0,1,125659.1,26,49239.75,312.0,1,155423.71,0,0,0,0,0,0,0,0,0,0,0,2023,6,9,4,0,0,0,1
24.0,1,80035.99,11,37274.79,757.0,0,256933.67,0,0,0,0,0,1,0,0,0,0,0,2023,7,9,6,1,0,0,0
44.0,0,121575.82,33,5312.68,315.0,1,439965.87,0,0,0,0,1,0,1,0,0,0,0,2023,8,9,2,0,1,0,0
29.0,1,88965.67,25,23688.02,308.0,1,246715.31,0,0,1,0,0,0,0,0,0,1,0,2023,9,9,5,0,0,1,0
45.0,1,118064.99,9,46894.57,787.0,0,328200.53,0,0,0,0,1,0,0,1,0,0,0,2023,10,9,0,0,0,1,0
31.0,1,131559.42,0,49571.8,758.0,1,154292.67,1,0,1,0,0,0,1,0,0,0,0,2023,11,9,3,1,0,0,0
32.0,0,104485.59,21,51543.46,525.0,1,430031.78,1,0,0,1,0,0,0,0,0,0,0,2023,12,9,5,0,0,0,0
52.0,0,120928.8,30,22301.85,488.0,1,102991.84,0,0,0,1,0,0,0,1,0,0,0,2023,9,13,2,1,0,0,0
44.0,0,152918.47,6,39734.12,475.0,0,190050.04,0,0,1,0,0,0,0,0,0,1,0,2023,9,14,3,1,0,0,0
48.0,1,85476.32999999999,22,28678.56,613.0,1,219581.6,0,0,0,0,0,1,0,0,0,1,0,2023,9,15,4,0,0,0,0
24.0,1,56056.4,14,55699.22,645.0,1,324520.19,0,0,0,1,0,0,0,0,1,0,0,2023,9,16,5,0,0,0,1
36.0,0,98199.33,4,32632.66,573.0,1,262395.14,0,0,0,0,0,0,0,1,0,0,0,2023,9,17,6,0,0,0,0
37.0,1,94731.57,9,32082.73,778.0,1,287459.64,0,0,0,1,0,0,0,0,0,0,0,2023,9,18,0,0,0,1,0
63.0,0,60044.52,29,6300.03,567.0,0,307247.91,0,0,1,0,0,0,0,0,0,0,0,2023,9,19,1,0,0,0,1
39.0,1,76498.07,17,27461.26,650.0,1,224352.22,0,0,1,0,0,0,0,1,0,0,0,2023,9,20,2,0,0,1,0
46.22862068965517,0,24481.31,10,30068.84,594.0,0,291615.44,0,0,0,0,0,1,0,0,0,1,0,2023,9,21,3,1,0,0,0
66.0,0,34766.97,22,49453.3,541.0,1,8331.91,0,0,0,0,1,0,1,0,0,0,0,2023,9,22,4,0,0,0,1
25.0,0,105504.36,32,46817.69,805.0,1,79614.38,0,0,0,0,1,0,0,0,1,0,0,2023,9,23,5,0,0,0,1
22.0,1,77352.53,33,32467.41,741.0,0,368762.82,0,0,0,0,0,0,0,0,0,1,0,2023,9,24,6,0,0,0,0
63.0,0,78829.77,2,10584.14,798.0,1,271453.24,0,0,0,0,0,0,1,0,0,0,0,2023,9,25,0,0,0,0,1
35.0,0,78332.28,22,51790.5,574.3770154373927,1,247704.90777003483,0,0,0,0,1,0,0,0,0,0,0,2023,9,26,1,0,1,0,0
35.0,1,70626.98,25,30126.06,478.0,0,269164.77,0,0,0,0,1,0,1,0,0,0,0,2023,9,27,2,0,0,0,0
46.22862068965517,1,61863.89,15,8846.01,576.0,0,194458.5,0,0,0,0,0,0,0,0,0,0,1,2023,9,28,3,0,1,0,0
44.0,0,104855.64,26,20688.29,343.0,1,298435.17,0,0,0,0,0,0,0,0,1,0,0,2023,9,29,4,0,1,0,0
53.0,0,79840.01,12,9211.92,404.0,1,491085.16,0,0,0,0,1,0,0,0,0,0,0,2023,9,30,5,1,0,0,0
28.0,0,124337.33,24,13845.63,671.0,1,135313.5,0,0,1,0,0,0,0,0,1,0,0,2023,1,10,1,0,0,1,0
32.0,1,52763.5,8,29711.17,604.0,1,194808.31,0,0,1,0,0,0,1,0,0,0,0,2023,2,10,4,0,1,0,0
40.0,0,103136.78,6,29851.9,832.0,1,-53889.76,0,0,0,0,0,1,1,0,0,0,0,2023,3,10,4,1,0,0,0
19.0,1,108989.9,32,31938.96,769.0,1,256686.63,0,0,0,0,0,0,0,0,1,0,0,2023,4,10,0,1,0,0,0
31.0,1,76806.74,26,13048.85,816.0,1,247704.90777003483,0,0,0,1,0,0,0,0,0,0,1,2023,5,10,2,0,0,0,1
74.0,0,60599.68,23,48934.61,408.0,1,350184.29,1,0,0,0,0,1,0,0,0,0,0,2023,6,10,5,0,1,0,0
59.0,0,118715.3,23,74467.17,615.0,0,285622.24,0,0,0,0,0,0,0,0,1,0,0,2023,7,10,0,0,0,1,0
51.0,0,113276.1,25,29059.2,766.0,0,291820.26,0,0,0,0,1,0,1,0,0,0,0,2023,8,10,3,0,0,1,0
51.0,1,113550.65,22,34625.88,836.0,0,247704.90777003483,0,0,0,0,0,0,0,0,1,0,0,2023,9,10,6,1,0,0,0
37.0,0,109494.33,1,52262.62,507.0,0,169257.25,0,0,0,0,0,1,0,0,0,0,0,2023,10,10,1,0,0,0,0
68.0,0,97680.77,34,34245.66,455.0,0,274554.55,1,0,1,0,0,0,0,1,0,0,0,2023,11,10,4,0,0,0,0
44.0,0,78937.44,19,24227.14,830.0,1,130031.75,0,0,0,0,1,0,0,1,0,0,0,2023,12,10,6,0,0,1,0
27.0,1,128183.9,24,42074.67,816.0,1,327961.5,0,0,0,0,1,0,0,1,0,0,0,2023,10,13,4,0,1,0,0
21.0,0,143810.8,11,59174.25,601.0,1,381959.4,1,0,1,0,0,0,0,0,0,1,0,2023,10,14,5,0,1,0,0
50.0,1,118735.69,7,18476.62,644.0,1,30941.19,0,0,1,0,0,0,0,0,0,0,0,2023,10,15,6,1,0,0,0
24.0,1,85476.32999999999,1,34824.1,674.0,1,318807.24,0,0,0,0,1,0,0,0,0,1,0,2023,10,16,0,0,1,0,0
44.0,1,35963.73,19,41204.65,380.0,1,168126.62,1,0,0,1,0,0,0,0,0,1,0,2023,10,17,1,0,0,0,0
65.0,0,86196.2,32,58569.97,697.0,0,249692.52,0,0,1,0,0,0,1,0,0,0,0,2023,10,18,2,0,0,1,0
45.0,1,85476.32999999999,25,39052.45,515.0,1,402549.02,1,0,0,0,0,0,0,0,0,0,0,2023,10,19,3,0,1,0,0
52.0,1,53018.94,26,43837.11,447.0,1,68981.4,0,0,1,0,0,0,0,0,1,0,0,2023,10,20,4,0,0,0,1
61.0,1,23358.67,2,40438.93,546.0,1,224299.48,1,0,1,0,0,0,0,0,1,0,0,2023,10,21,5,0,0,0,0
41.0,1,110212.67,30,27237.51,500.0,1,452447.5,1,0,0,0,1,0,0,0,0,1,0,2023,10,22,6,0,0,1,0
41.0,0,113699.31,22,46150.28,491.0,1,247704.90777003483,1,0,0,0,0,1,1,0,0,0,0,2023,10,23,0,0,0,1,0
22.0,1,61774.77,12,34798.72,474.0,1,102673.28,1,0,0,0,1,0,1,0,0,0,0,2023,10,24,1,0,0,0,1
57.0,1,71753.76,6,18950.39,348.0,1,408069.9,0,0,0,0,0,0,0,0,1,0,0,2023,10,25,2,0,1,0,0
18.0,1,62185.67,5,63729.17,830.0,1,105131.46,0,0,0,1,0,0,0,0,0,0,0,2023,10,26,3,1,0,0,0
33.0,0,85476.32999999999,14,40819.2,667.0,1,103492.45,1,0,0,0,0,0,0,0,1,0,0,2023,10,27,4,0,1,0,0
33.0,0,79896.09,23,60775.09,314.0,1,183619.3,0,0,0,1,0,0,1,0,0,0,0,2023,10,28,5,0,1,0,0
25.0,0,147804.37,32,34798.72,666.0,0,134528.88,0,0,0,0,1,0,0,1,0,0,0,2023,10,29,6,0,0,1,0
61.0,0,76843.2,1,50257.34,492.0,1,117650.48,0,0,0,1,0,0,0,0,0,1,0,2023,10,30,0,1,0,0,0
63.0,0,91652.74,25,9657.26,587.0,1,144727.43,0,0,1,0,0,0,0,0,1,0,0,2023,10,31,1,0,0,1,0
25.0,1,94566.14,17,40009.78,850.0,1,197716.26,0,0,0,0,0,0,0,0,1,0,0,2023,1,11,2,0,1,0,0
47.0,0,77056.44,29,25875.03,695.0,1,63006.26,1,0,0,1,0,0,1,0,0,0,0,2023,2,11,5,0,0,0,1
31.0,1,102673.53,14,51588.55,310.0,1,355128.47,0,0,0,0,1,0,0,0,1,0,0,2023,3,11,5,0,0,0,1
32.0,0,85476.32999999999,4,39808.77,659.0,1,152442.05,0,0,0,0,0,0,0,0,1,0,0,2023,4,11,1,1,0,0,0
26.0,0,102104.92,10,56923.3,749.0,1,157725.68,0,0,0,1,0,0,0,0,0,0,0,2023,5,11,3,1,0,0,0
43.0,1,78250.24,3,16633.31,662.0,0,432165.57,0,0,0,0,0,1,0,1,0,0,0,2023,6,11,6,0,0,0,0
72.0,1,52106.03,11,38028.23,814.0,1,262735.69,0,0,0,1,0,0,0,0,0,1,0,2023,7,11,1,0,0,0,1
54.0,1,87058.91,3,30058.15,576.0,1,211885.96,0,0,0,0,1,0,0,0,1,0,0,2023,8,11,4,0,0,0,0
18.0,1,101595.97,31,36177.49,432.0,1,446501.87,1,0,1,0,0,0,0,0,0,0,0,2023,9,11,0,0,0,1,0
32.0,1,53360.61,28,44107.05,388.0,0,291591.16,0,1,0,0,0,0,0,1,0,0,0,2023,10,11,2,0,0,0,0
35.0,1,40634.76,17,19092.62,751.0,0,394524.53,1,0,0,0,1,0,0,0,0,0,0,2023,11,11,5,0,0,0,1
46.22862068965517,0,92200.83,13,34798.72,376.0,1,247704.90777003483,0,0,0,0,0,1,0,0,0,0,1,2023,12,11,0,0,0,1,0
27.0,1,79332.07,16,58350.04,654.0,0,391097.86,0,0,0,0,0,0,0,0,1,0,0,2023,11,13,0,0,0,0,1
74.0,0,78428.67,2,46344.44,626.0,1,21051.35,0,0,0,0,1,0,0,0,0,1,0,2023,11,14,1,0,1,0,0
55.0,0,75693.19,16,21266.88,560.0,1,39171.26,0,0,0,1,0,0,0,1,0,0,0,2023,11,15,2,0,1,0,0
28.0,1,58621.36,33,32072.26,493.0,0,327262.78,1,0,0,0,0,0,0,0,0,1,0,2023,11,16,3,0,0,0,0
47.0,1,133484.39,0,40300.29,503.0,1,455453.38,1,0,0,0,1,0,0,0,0,0,0,2023,11,17,4,1,0,0,0
37.0,0,16044.48,33,61569.78,486.0,1,247704.90777003483,0,0,0,0,1,0,0,0,1,0,0,2023,11,18,5,0,0,0,0
36.0,1,83775.43,23,40354.87,528.0,0,215503.23,1,0,1,0,0,0,0,1,0,0,0,2023,11,19,6,0,0,1,0
40.0,1,79337.89,4,29826.44,409.0,1,272819.13,1,0,0,0,0,0,0,0,0,0,0,2023,11,20,0,1,0,0,0
71.0,1,102710.0,13,25206.45,327.0,1,444730.63,1,0,1,0,0,0,0,0,1,0,0,2023,11,21,1,0,1,0,0
