customer_id,age,gender,city,income,education,experience_years,monthly_spending,credit_score,signup_date,has_credit_card,loan_amount,employment_type,defaulted
C101303,52.0,Female,faisalabad,49507.94,Bachelor,17,54606.54,418.0,2023-07-27,Yes,242654.94,Government,1
C101304,41.0,Female,rawalpindi,102273.43,Matric,28,48067.45,511.0,2023-07-28,Yes,274696.27,Student,0
C101305,46.0,Male,karachi,85476.32999999999,Bachelor,1,25363.55,351.0,2023-07-29,No,127394.28,Unemployed,1
C101307,22.0,Male,islamabad,66848.45,PhD,15,38732.85,699.0,2023-07-31,No,292096.2,Government,0
C101308,46.22862068965517,Male,rawalpindi,84025.63,Master,27,34798.72,524.0,2023-01-08,Yes,172238.71,Student,0
C101309,23.0,Female,faisalabad,54161.07,PhD,1,57614.87,358.0,2023-02-08,Yes,261630.24,Business,1
C101310,65.0,Female,karachi,60508.93,PhD,30,30417.9,829.0,2023-03-08,No,106049.28,Government,0
C101311,45.0,Male,rawalpindi,85730.78,PhD,18,30448.11,348.0,2023-04-08,Yes,250475.12,Private,0
C101312,74.0,Male,islamabad,116435.08,Bachelor,33,35358.17,798.0,2023-05-08,Yes,244498.4,Unemployed,0
C101313,22.0,Female,Lahore,92188.77,PhD,6,55005.75,800.0,2023-06-08,Yes,321606.76,Government,0
C101314,46.22862068965517,Male,islamabad,107936.66,PhD,20,39262.53,777.0,2023-07-08,Yes,236356.36,Business,0
C101315,25.0,Female,rawalpindi,79525.6,Bachelor,14,50519.02,310.0,2023-08-08,Yes,359905.88,Government,1
C101316,37.0,Female,islamabad,106396.58,Bachelor,18,23383.69,719.0,2023-09-08,No,401383.78,Government,1
C101317,53.0,Male,karachi,74364.05,Intermediate,8,23361.26,377.0,2023-10-08,No,179078.76,Private,0
C101318,38.0,Male,rawalpindi,135166.99,Bachelor,26,35803.09,762.0,2023-11-08,Yes,209266.3,Business,0
C101319,71.0,Female,Lahore,94925.99,Master,25,25885.16,565.0,2023-12-08,Yes,212406.83,Student,0
C101320,74.0,Male,Lahore,87237.01,PhD,15,64817.39,541.0,2023-08-13,Yes,367201.04,Government,1
C101321,19.0,Male,rawalpindi,170416.77,Master,21,32410.89,333.0,2023-08-14,Yes,351490.3,Private,0
C101322,54.0,Male,faisalabad,153155.46,PhD,22,55334.27,453.0,2023-08-15,No,174773.58,Student,0
C101323,52.0,Female,faisalabad,54460.36,Intermediate,1,40065.01,850.0,2023-08-16,Yes,290190.86,Business,0
C101324,66.0,Female,rawalpindi,117906.53,Master,24,37046.76,632.0,2023-08-17,No,329043.25,Unemployed,0
C101325,43.0,Female,Lahore,149899.39,Bachelor,14,44436.05,327.0,2023-08-18,No,70512.78,Student,0
C101326,23.0,Male,karachi,96805.8,Intermediate,31,31885.27,551.0,2023-08-19,Yes,243377.19,Private,0
C101327,20.0,Female,islamabad,44769.21,Matric,6,16812.18,431.0,2023-08-20,No,273805.59,Private,1
C101328,27.0,Male,rawalpindi,70262.09,Master,26,56476.9,542.0,2023-08-21,No,109778.91,Private,0
C101329,62.0,Female,islamabad,52888.78,PhD,21,31721.96,677.0,2023-08-22,Yes,337589.26,Business,0
C101330,23.0,Male,rawalpindi,107655.51,Matric,11,31466.71,384.0,2023-08-23,Yes,357718.52,Government,1
C101331,58.0,Male,islamabad,109591.9,Bachelor,5,18990.45,329.0,2023-08-24,No,293806.28,Unemployed,0
C101332,25.0,Female,karachi,56178.6,Intermediate,33,52761.57,815.0,2023-08-25,No,322936.08,Government,1
C101333,71.0,Female,rawalpindi,107382.99,PhD,15,19704.13,614.0,2023-08-26,No,400479.86,Student,1
C101334,24.0,Female,rawalpindi,56360.51,PhD,5,40254.7,437.0,2023-08-27,Yes,369784.39,Student,0
C101335,55.0,Male,karachi,97506.2,PhD,18,34798.72,739.0,2023-08-28,Yes,378285.5,Business,0
C101336,18.0,Female,karachi,67962.23,PhD,1,28706.11,770.0,2023-08-29,No,360743.66,Student,1
C101337,58.0,Male,islamabad,119058.76,Matric,13,34798.72,574.3770154373927,2023-08-30,Yes,175356.65,Unemployed,0
C101338,21.0,Male,rawalpindi,82569.27,Bachelor,6,34814.38,324.0,2023-08-31,Yes,73926.89,Private,0
C101339,38.0,Female,karachi,109250.17,Master,28,34798.72,552.0,2023-01-09,No,164869.8,Business,0
C101340,66.0,Male,faisalabad,45018.45,Matric,10,25352.95,574.0,2023-02-09,No,421624.43,Private,1
C101341,51.0,Male,islamabad,118916.59,Intermediate,1,23727.88,501.0,2023-03-09,No,426010.35,Government,1
C101342,37.0,Female,karachi,52202.41,Intermediate,17,25134.62,724.0,2023-04-09,Yes,77689.77,Business,0
C101343,53.0,Female,Unknown,95286.15,Bachelor,34,23381.49,544.0,2023-05-09,No,291776.65,Business,0
C101344,53.0,Male,Lahore,125659.1,Bachelor,26,49239.75,312.0,2023-06-09,Yes,155423.71,Unemployed,0
C101345,24.0,Male,rawalpindi,80035.99,Bachelor,11,37274.79,757.0,2023-07-09,No,256933.67,Government,0
C101346,44.0,Female,karachi,121575.82,Intermediate,33,5312.68,315.0,2023-08-09,Yes,439965.87,Private,0
C101347,29.0,Male,faisalabad,88965.67,PhD,25,23688.02,308.0,2023-09-09,Yes,246715.31,Student,0
C101348,45.0,Male,karachi,118064.99,Master,9,46894.57,787.0,2023-10-09,No,328200.53,Student,0
C101349,31.0,Male,faisalabad,131559.42,Intermediate,0,49571.8,758.0,2023-11-09,Yes,154292.67,Government,1
C101350,32.0,Female,islamabad,104485.59,Bachelor,21,51543.46,525.0,2023-12-09,Yes,430031.78,Business,1
C101351,52.0,Female,islamabad,120928.8,Master,30,22301.85,488.0,2023-09-13,Yes,102991.84,Government,0
C101352,44.0,Female,faisalabad,152918.47,PhD,6,39734.12,475.0,2023-09-14,No,190050.04,Government,0
C101353,48.0,Male,rawalpindi,85476.32999999999,PhD,22,28678.56,613.0,2023-09-15,Yes,219581.6,Business,0
C101354,24.0,Male,islamabad,56056.4,Matric,14,55699.22,645.0,2023-09-16,Yes,324520.19,Unemployed,0
C101355,36.0,Female,Lahore,98199.33,Master,4,32632.66,573.0,2023-09-17,Yes,262395.14,Business,0
C101356,37.0,Male,islamabad,94731.57,Bachelor,9,32082.73,778.0,2023-09-18,Yes,287459.64,Student,0
C101357,63.0,Female,faisalabad,60044.52,Bachelor,29,6300.03,567.0,2023-09-19,No,307247.91,Unemployed,0
C101358,39.0,Male,faisalabad,76498.07,Master,17,27461.26,650.0,2023-09-20,Yes,224352.22,Student,0
C101359,46.22862068965517,Female,rawalpindi,24481.31,PhD,10,30068.84,594.0,2023-09-21,No,291615.44,Government,0
C101360,66.0,Female,karachi,34766.97,Intermediate,22,49453.3,541.0,2023-09-22,Yes,8331.91,Unemployed,0
C101361,25.0,Female,karachi,105504.36,Matric,32,46817.69,805.0,2023-09-23,Yes,79614.38,Unemployed,0
C101362,22.0,Male,Lahore,77352.53,PhD,33,32467.41,741.0,2023-09-24,No,368762.82,Business,0
C101363,63.0,Female,Lahore,78829.77,Intermediate,2,10584.14,798.0,2023-09-25,Yes,271453.24,Unemployed,0
C101364,35.0,Female,karachi,78332.28,Bachelor,22,51790.5,574.3770154373927,2023-09-26,Yes,247704.90777003483,Private,0
C101365,35.0,Male,karachi,70626.98,Intermediate,25,30126.06,478.0,2023-09-27,No,269164.77,Business,0
C101366,46.22862068965517,Male,Lahore,61863.89,Unknown,15,8846.01,576.0,2023-09-28,No,194458.5,Private,0
C101367,44.0,Female,Lahore,104855.64,Matric,26,20688.29,343.0,2023-09-29,Yes,298435.17,Private,0
C101368,53.0,Female,karachi,79840.01,Bachelor,12,9211.92,404.0,2023-09-30,Yes,491085.16,Government,0
C101369,28.0,Female,faisalabad,124337.33,Matric,24,13845.63,671.0,2023-01-10,Yes,135313.5,Student,0
C101370,32.0,Male,faisalabad,52763.5,Intermediate,8,29711.17,604.0,2023-02-10,Yes,194808.31,Private,0
C101371,40.0,Female,rawalpindi,103136.78,Intermediate,6,29851.9,832.0,2023-03-10,Yes,-53889.76,Government,0
C101372,19.0,Male,Lahore,108989.9,Matric,32,31938.96,769.0,2023-04-10,Yes,256686.63,Government,0
C101373,31.0,Male,islamabad,76806.74,Unknown,26,13048.85,816.0,2023-05-10,Yes,247704.90777003483,Unemployed,0
C101374,74.0,Female,rawalpindi,60599.68,Bachelor,23,48934.61,408.0,2023-06-10,Yes,350184.29,Private,1
C101375,59.0,Female,Lahore,118715.3,Matric,23,74467.17,615.0,2023-07-10,No,285622.24,Student,0
C101376,51.0,Female,karachi,113276.1,Intermediate,25,29059.2,766.0,2023-08-10,No,291820.26,Student,0
C101377,51.0,Male,Lahore,113550.65,Matric,22,34625.88,836.0,2023-09-10,No,247704.90777003483,Government,0
C101378,37.0,Female,rawalpindi,109494.33,Bachelor,1,52262.62,507.0,2023-10-10,No,169257.25,Business,0
C101379,68.0,Female,faisalabad,97680.77,Master,34,34245.66,455.0,2023-11-10,No,274554.55,Business,1
C101380,44.0,Female,karachi,78937.44,Master,19,24227.14,830.0,2023-12-10,Yes,130031.75,Student,0
C101381,27.0,Male,karachi,128183.9,Master,24,42074.67,816.0,2023-10-13,Yes,327961.5,Private,0
C101382,21.0,Female,faisalabad,143810.8,PhD,11,59174.25,601.0,2023-10-14,Yes,381959.4,Private,1
C101383,50.0,Male,faisalabad,118735.69,Bachelor,7,18476.62,644.0,2023-10-15,Yes,30941.19,Government,0
C101384,24.0,Male,karachi,85476.32999999999,PhD,1,34824.1,674.0,2023-10-16,Yes,318807.24,Private,0
C101385,44.0,Male,islamabad,35963.73,PhD,19,41204.65,380.0,2023-10-17,Yes,168126.62,Business,1
C101386,65.0,Female,faisalabad,86196.2,Intermediate,32,58569.97,697.0,2023-10-18,No,249692.52,Student,0
C101387,45.0,Male,Lahore,85476.32999999999,Bachelor,25,39052.45,515.0,2023-10-19,Yes,402549.02,Private,1
C101388,52.0,Male,faisalabad,53018.94,Matric,26,43837.11,447.0,2023-10-20,Yes,68981.4,Unemployed,0
C101389,61.0,Male,faisalabad,23358.67,Matric,2,40438.93,546.0,2023-10-21,Yes,224299.48,Business,1
C101390,41.0,Male,karachi,110212.67,PhD,30,27237.51,500.0,2023-10-22,Yes,452447.5,Student,1
C101391,41.0,Female,rawalpindi,113699.31,Intermediate,22,46150.28,491.0,2023-10-23,Yes,247704.90777003483,Student,1
C101392,22.0,Male,karachi,61774.77,Intermediate,12,34798.72,474.0,2023-10-24,Yes,102673.28,Unemployed,1
C101393,57.0,Male,Lahore,71753.76,Matric,6,18950.39,348.0,2023-10-25,Yes,408069.9,Private,0
C101394,18.0,Male,islamabad,62185.67,Bachelor,5,63729.17,830.0,2023-10-26,Yes,105131.46,Government,0
C101395,33.0,Female,Lahore,85476.32999999999,Matric,14,40819.2,667.0,2023-10-27,Yes,103492.45,Private,1
C101396,33.0,Female,islamabad,79896.09,Intermediate,23,60775.09,314.0,2023-10-28,Yes,183619.3,Private,0
C101397,25.0,Female,karachi,147804.37,Master,32,34798.72,666.0,2023-10-29,No,134528.88,Student,0
C101398,61.0,Female,islamabad,76843.2,PhD,1,50257.34,492.0,2023-10-30,Yes,117650.48,Government,0
C101399,63.0,Female,faisalabad,91652.74,Matric,25,9657.26,587.0,2023-10-31,Yes,144727.43,Student,0
C101400,25.0,Male,Lahore,94566.14,Matric,17,40009.78,850.0,2023-01-11,Yes,197716.26,Private,0
C101401,47.0,Female,islamabad,77056.44,Intermediate,29,25875.03,695.0,2023-02-11,Yes,63006.26,Unemployed,1
C101402,31.0,Male,karachi,102673.53,Matric,14,51588.55,310.0,2023-03-11,Yes,355128.47,Unemployed,0
C101403,32.0,Female,Lahore,85476.32999999999,Matric,4,39808.77,659.0,2023-04-11,Yes,152442.05,Government,0
C101404,26.0,Female,islamabad,102104.92,Bachelor,10,56923.3,749.0,2023-05-11,Yes,157725.68,Government,0
C101405,43.0,Male,rawalpindi,78250.24,Master,3,16633.31,662.0,2023-06-11,No,432165.57,Business,0
C101406,72.0,Male,islamabad,52106.03,PhD,11,38028.23,814.0,2023-07-11,Yes,262735.69,Unemployed,0
C101407,54.0,Male,karachi,87058.91,Matric,3,30058.15,576.0,2023-08-11,Yes,211885.96,Business,0
C101408,18.0,Male,faisalabad,101595.97,Bachelor,31,36177.49,432.0,2023-09-11,Yes,446501.87,Student,1
C101409,32.0,Male,Unknown,53360.61,Master,28,44107.05,388.0,2023-10-11,No,291591.16,Business,0
C101410,35.0,Male,karachi,40634.76,Bachelor,17,19092.62,751.0,2023-11-11,No,394524.53,Unemployed,1
C101411,46.22862068965517,Female,rawalpindi,92200.83,Unknown,13,34798.72,376.0,2023-12-11,Yes,247704.90777003483,Student,0
C101412,27.0,Male,Lahore,79332.07,Matric,16,58350.04,654.0,2023-11-13,No,391097.86,Unemployed,0
C101413,74.0,Female,karachi,78428.67,PhD,2,46344.44,626.0,2023-11-14,Yes,21051.35,Private,0
C101414,55.0,Female,islamabad,75693.19,Master,16,21266.88,560.0,2023-11-15,Yes,39171.26,Private,0
C101415,28.0,Male,Lahore,58621.36,PhD,33,32072.26,493.0,2023-11-16,No,327262.78,Business,1
C101416,47.0,Male,karachi,133484.39,Bachelor,0,40300.29,503.0,2023-11-17,Yes,455453.38,Government,1
C101417,37.0,Female,karachi,16044.48,Matric,33,61569.78,486.0,2023-11-18,Yes,247704.90777003483,Business,0
C101418,36.0,Male,faisalabad,83775.43,Master,23,40354.87,528.0,2023-11-19,No,215503.23,Student,1
C101419,40.0,Male,Lahore,79337.89,Bachelor,4,29826.44,409.0,2023-11-20,Yes,272819.13,Government,1
C101420,71.0,Male,faisalabad,102710.0,Matric,13,25206.45,327.0,2023-11-21,Yes,444730.63,Private,1
C101421,67.0,Male,rawalpindi,96000.69,PhD,21,46681.2,310.0,2023-11-22,Yes,275496.81,Private,1
C101422,49.0,Male,faisalabad,93782.24,Master,10,35313.35,570.0,2023-11-23,Yes,192036.11,Private,0
C101423,33.0,Male,islamabad,51534.82,Master,23,45923.58,413.0,2023-11-24,Yes,174726.02,Private,0
C101424,68.0,Male,Lahore,49620.59,Bachelor,22,26346.23,731.0,2023-11-25,Yes,247704.90777003483,Private,1
C101425,30.0,Male,rawalpindi,99777.64,PhD,7,54404.4,804.0,2023-11-26,No,165263.73,Private,0
C101426,19.0,Female,karachi,73840.93,Master,10,22838.63,729.0,2023-11-27,Yes,-57245.27,Business,0
C101427,25.0,Male,Lahore,79352.75,PhD,2,27367.28,580.0,2023-11-28,No,333930.95,Unemployed,0
C101428,48.0,Male,islamabad,115750.9,Intermediate,22,45318.55,749.0,2023-11-29,No,375086.7,Government,0
C101429,61.0,Female,Lahore,99012.44,Matric,1,50633.4,337.0,2023-11-30,Yes,210050.13,Student,0
C101430,31.0,Male,karachi,35012.53,Unknown,27,42402.61,435.0,2023-01-12,Yes,218775.06,Business,1
C101431,50.0,Female,islamabad,117633.73,Bachelor,16,32807.42,582.0,2023-02-12,No,324299.48,Unemployed,1
C101432,34.0,Male,faisalabad,69102.19,Intermediate,10,40863.29,574.3770154373927,2023-03-12,No,274933.88,Government,0
C101433,23.0,Female,faisalabad,74554.55,Matric,14,54159.02,722.0,2023-04-12,No,145894.18,Student,1
C101434,54.0,Female,islamabad,78415.34,Master,13,28287.31,614.0,2023-05-12,Yes,247704.90777003483,Private,0
C101435,43.0,Male,Lahore,150059.38,PhD,3,301.95,373.0,2023-06-12,No,375050.87,Business,1
C101436,39.0,Female,karachi,111812.52,Matric,31,19135.82,571.0,2023-07-12,Yes,350226.72,Government,0
C101437,74.0,Female,islamabad,85476.32999999999,Bachelor,0,34798.72,346.0,2023-08-12,Yes,286102.57,Student,0
C101438,72.0,Male,rawalpindi,95799.25,Bachelor,17,38626.58,772.0,2023-09-12,Yes,355792.81,Student,0
C101439,70.0,Female,faisalabad,84996.55,Bachelor,25,29848.79,610.0,2023-10-12,No,398532.6,Business,0
C101440,29.0,Female,islamabad,116973.01,Master,31,27080.09,504.0,2023-11-12,Yes,15744.2,Private,1
C101441,50.0,Male,faisalabad,93171.23,Intermediate,17,14729.06,697.0,2023-12-12,No,144115.52,Student,0
C101442,40.0,Male,islamabad,80721.1,Unknown,1,33643.66,719.0,2023-12-13,Yes,193477.52,Business,0
C101443,31.0,Female,karachi,60161.81,PhD,16,20066.65,570.0,2023-12-14,Yes,202668.86,Business,0
C101444,48.0,Male,islamabad,113847.67,Master,22,17312.45,434.0,2023-12-15,No,396654.78,Student,0
C101445,51.0,Male,rawalpindi,121943.25,Intermediate,17,6845.41,515.0,2023-12-16,Yes,197072.79,Business,0
C101446,65.0,Female,islamabad,79014.22,Bachelor,8,37200.43,631.0,2023-12-17,No,194313.84,Student,0
C101447,47.0,Female,rawalpindi,85476.32999999999,PhD,1,30782.89,617.0,2023-12-18,No,247954.26,Private,0
C101448,51.0,Female,Lahore,101600.04,Matric,34,33266.12,555.0,2023-12-19,Yes,425290.93,Unemployed,0
C101449,73.0,Female,islamabad,52765.39,Matric,26,15103.01,602.0,2023-12-20,Yes,239925.93,Government,0
C101450,26.0,Male,islamabad,61034.74,Master,30,35777.45,510.0,2023-12-21,Yes,363290.93,Student,0
C101451,18.0,Female,faisalabad,66299.74,Matric,33,21111.23,668.0,2023-12-22,Yes,-41829.8,Government,0
C101452,27.0,Female,islamabad,95471.06,Bachelor,0,38110.69,534.0,2023-12-23,Yes,326421.77,Private,0
C101453,35.0,Female,faisalabad,120813.31,Matric,27,38729.56,477.0,2023-12-24,No,146251.13,Student,1
C101454,34.0,Female,faisalabad,85476.32999999999,PhD,0,23230.35,574.3770154373927,2023-12-25,Yes,111906.3,Business,0
C101455,40.0,Male,islamabad,154050.07,Matric,17,20368.91,625.0,2023-12-26,No,223388.11,Private,0
C101456,55.0,Female,rawalpindi,112806.72,Bachelor,28,48317.83,574.3770154373927,2023-12-27,Yes,224170.1,Student,0
C101457,59.0,Female,Lahore,104301.8,Bachelor,13,61844.12,439.0,2023-12-28,No,167555.85,Unemployed,0
C101458,46.22862068965517,Female,rawalpindi,61996.75,Master,0,10451.21,501.0,2023-12-29,No,103887.03,Unemployed,1
C101459,60.0,Female,faisalabad,107300.24,Matric,25,44275.61,503.0,2023-12-30,Yes,224222.92,Student,0
C101460,47.0,Female,islamabad,84832.59,Master,33,29209.66,534.0,2023-12-31,Yes,171328.88,Private,1
C101461,59.0,Male,islamabad,155049.96,Matric,13,34161.99,679.0,2024-01-01,Yes,272632.97,Business,0
C101462,67.0,Male,faisalabad,137768.5,Master,5,52906.38,507.0,2024-02-01,Yes,156745.97,Unemployed,1
C101463,50.0,Female,karachi,93687.17,Intermediate,17,1.0,755.0,2024-03-01,Yes,-27565.11,Student,0
C101464,63.0,Male,faisalabad,107370.7,Matric,16,46430.45,725.0,2024-04-01,Yes,296022.95,Unemployed,0
C101465,49.0,Female,Lahore,39886.96,PhD,11,64781.83,537.0,2024-05-01,Yes,156438.02,Student,0
C101466,38.0,Male,islamabad,117085.55,PhD,34,34798.72,301.0,2024-06-01,Yes,422005.2,Business,0
C101467,34.0,Male,islamabad,84450.41,PhD,23,28118.37,758.0,2024-07-01,Yes,234371.01,Private,0
C101468,66.0,Male,karachi,72735.86,PhD,1,39266.17,737.0,2024-08-01,No,246189.39,Student,1
C101469,67.0,Male,karachi,92906.47,Bachelor,12,27566.59,763.0,2024-09-01,No,97002.39,Private,0
C101470,29.0,Male,rawalpindi,85476.32999999999,PhD,6,23709.71,773.0,2024-10-01,Yes,-820.19,Unemployed,0
C101471,42.0,Male,karachi,111790.88,Intermediate,24,28493.44,640.0,2024-11-01,Yes,192522.43,Unemployed,0
C101472,53.0,Male,karachi,49244.57,Bachelor,31,52204.19,698.0,2024-12-01,No,335696.92,Government,0
C101473,38.0,Female,faisalabad,41539.48,Bachelor,15,26454.51,388.0,2024-01-13,Yes,128548.77,Student,0
C101474,47.0,Female,Lahore,76631.49,Master,0,13139.31,654.0,2024-01-14,Yes,-78948.9,Student,0
C101475,63.0,Female,faisalabad,91013.37,Matric,26,23509.61,789.0,2024-01-15,No,217580.7,Student,0
C101476,32.0,Male,Lahore,36736.08,Bachelor,10,18969.33,746.0,2024-01-16,Yes,150089.02,Unemployed,1
C101477,59.0,Female,faisalabad,98150.42,Matric,26,15190.32,728.0,2024-01-17,Yes,218400.56,Student,0
C101478,41.0,Female,faisalabad,96095.37,Matric,2,43358.13,667.0,2024-01-18,Yes,445898.91,Unemployed,1
C101479,36.0,Male,islamabad,42220.14,Intermediate,34,15047.93,465.0,2024-01-19,Yes,196317.48,Unemployed,0
C101480,21.0,Male,Lahore,85476.32999999999,Matric,31,26228.7,413.0,2024-01-20,Yes,301939.83,Business,0
C101481,19.0,Female,karachi,51485.29,Bachelor,9,34044.44,369.0,2024-01-21,No,335727.42,Business,0
C101482,29.0,Male,Lahore,22042.8,Bachelor,5,32073.2,638.0,2024-01-22,Yes,303949.0,Unemployed,0
C101483,46.22862068965517,Female,Lahore,42543.12,Intermediate,1,27268.78,494.0,2024-01-23,No,296791.47,Unemployed,0
C101484,48.0,Male,islamabad,44323.65,Bachelor,2,25791.24,371.0,2024-01-24,No,-19954.45,Business,0
C101485,66.0,Female,faisalabad,88088.65,Bachelor,7,13159.34,655.0,2024-01-25,Yes,356879.9,Private,0
C101486,19.0,Female,faisalabad,130516.66,Master,12,58646.63,490.0,2024-01-26,Yes,106592.54,Student,0
C101487,26.0,Male,faisalabad,106885.17,Matric,33,25294.79,690.0,2024-01-27,No,140544.66,Student,0
C101488,67.0,Male,Lahore,122959.16,Matric,19,44763.71,677.0,2024-01-28,Yes,247704.90777003483,Student,0
C101489,52.0,Male,rawalpindi,108279.64,Intermediate,26,34798.72,632.0,2024-01-29,Yes,255630.89,Unemployed,0
C101490,61.0,Male,islamabad,49686.09,Bachelor,18,24532.57,520.0,2024-01-30,Yes,262034.84,Business,1
C101491,51.0,Male,Lahore,62038.74,Intermediate,7,43670.8,632.0,2024-01-31,Yes,291073.49,Private,1
C101492,72.0,Male,faisalabad,84541.02,PhD,17,16713.9,305.0,2024-01-02,Yes,473014.4,Private,0
C101493,30.0,Female,rawalpindi,92877.39,Master,31,61623.17,804.0,2024-02-02,Yes,145767.94,Government,0
C101494,65.0,Female,rawalpindi,64298.13,PhD,6,39100.64,507.0,2024-03-02,No,141927.26,Business,1
C101495,43.0,Female,Lahore,51552.04,Master,15,57233.35,591.0,2024-04-02,No,325349.34,Business,0
C101496,19.0,Female,islamabad,30633.26,Matric,34,33150.11,752.0,2024-05-02,No,164753.0,Student,0
C101497,41.0,Female,faisalabad,90513.9,Bachelor,22,34798.72,574.3770154373927,2024-06-02,No,422371.35,Private,1
C101498,41.0,Female,karachi,98586.26,Intermediate,23,60695.09,583.0,2024-07-02,No,218955.67,Private,0
C101499,46.0,Female,faisalabad,134626.25,Bachelor,24,13927.77,686.0,2024-08-02,No,172157.05,Student,0
C101500,27.0,Female,faisalabad,60434.52,Matric,15,44034.97,498.0,2024-09-02,Yes,349864.25,Business,0
C101501,66.0,Male,rawalpindi,76558.83,Intermediate,21,44124.35,710.0,2024-10-02,Yes,247704.90777003483,Student,1
C101502,35.0,Female,Lahore,52976.95,Matric,1,43179.56,834.0,2024-11-02,Yes,327053.09,Unemployed,1
C101503,70.0,Male,Lahore,73999.07,Master,19,35619.61,825.0,2024-12-02,No,307299.6,Unemployed,0
C101504,74.0,Male,Lahore,106528.4,Master,3,33956.95,746.0,2024-02-13,Yes,216086.11,Private,0
C101505,22.0,Male,Lahore,90605.05,Master,34,34094.54,677.0,2024-02-14,Yes,202027.25,Business,0
C101506,59.0,Female,karachi,95719.44,Matric,9,18646.18,636.0,2024-02-15,Yes,317765.41,Private,0
C101507,42.0,Female,karachi,84913.05,Bachelor,14,35617.28,417.0,2024-10-03,Yes,147844.33,Business,0
C101508,46.22862068965517,Female,Lahore,67431.99,Bachelor,10,32697.33,454.0,2024-02-17,Yes,79513.15,Business,0
C101509,34.0,Female,faisalabad,105599.57,Matric,15,16540.07,681.0,2024-02-18,Yes,170362.94,Business,0
C101510,40.0,Female,Lahore,55058.21,PhD,3,33246.54,301.0,2024-02-19,Yes,107786.76,Government,0
C101511,62.0,Male,faisalabad,105408.74,Intermediate,8,41661.89,497.0,2024-02-20,Yes,85046.58,Government,0
C101512,51.0,Female,faisalabad,68963.51,Master,9,37210.18,683.0,2024-02-21,Yes,172417.83,Private,0
C101513,37.0,Male,Lahore,86847.13,PhD,13,34798.72,707.0,2024-02-22,No,274907.46,Unemployed,0
C101514,58.0,Male,faisalabad,51689.47,Intermediate,5,27316.09,747.0,2024-02-23,No,247704.90777003483,Unemployed,0
C101515,45.0,Male,rawalpindi,33995.34,Bachelor,12,19120.83,783.0,2024-02-24,No,322235.38,Private,0
C101516,58.0,Female,karachi,102640.13,PhD,14,19393.21,706.0,2024-02-25,No,174558.83,Student,0
C101517,58.0,Female,islamabad,140826.93,PhD,21,24542.59,535.0,2024-02-26,Yes,49241.17,Business,0
C101518,67.0,Female,islamabad,147635.59,Matric,24,39672.05,762.0,2024-02-27,No,118071.22,Government,0
C101519,54.0,Female,faisalabad,155611.12,Bachelor,9,31460.89,499.0,2024-02-28,Yes,174686.01,Student,1
C101520,60.0,Male,Lahore,97835.13,Bachelor,26,22126.22,522.0,2024-02-29,No,407163.48,Business,0
C101521,60.0,Male,karachi,98880.0,PhD,21,36992.35,460.0,2024-01-03,No,296352.8,Government,1
C101522,63.0,Male,rawalpindi,85476.32999999999,PhD,13,10281.21,334.0,2024-02-03,Yes,228911.6,Government,1
C101523,42.0,Male,Lahore,98057.17,Intermediate,32,60543.72,491.0,2024-03-03,No,163906.66,Unemployed,0
C101524,32.0,Male,Lahore,96049.98,PhD,4,28772.51,675.0,2024-04-03,No,431668.9,Unemployed,1
C101525,48.0,Female,islamabad,63721.69,Bachelor,33,51248.56,504.0,2024-05-03,No,137722.81,Student,0
C101526,46.22862068965517,Male,islamabad,138545.41,Bachelor,27,39737.17,845.0,2024-06-03,No,247704.90777003483,Government,0
C101527,33.0,Male,Lahore,94394.59,Master,10,20136.7,613.0,2024-07-03,Yes,383027.31,Unemployed,1
C101528,31.0,Male,faisalabad,71939.58,Matric,9,40576.89,537.0,2024-08-03,Yes,328054.32,Student,0
C101529,62.0,Male,karachi,34851.77,Bachelor,15,32160.18,783.0,2024-09-03,Yes,475623.49,Business,1
C101530,51.0,Female,karachi,160394.8,Intermediate,7,11051.06,508.0,2024-10-03,Yes,427433.08,Unemployed,1
C101531,67.0,Male,faisalabad,85476.32999999999,Unknown,6,17183.55,577.0,2024-11-03,Yes,179900.58,Business,0
C101532,48.0,Female,rawalpindi,98171.18,Bachelor,27,34584.43,495.0,2024-12-03,Yes,279581.66,Private,0
C101533,35.0,Male,faisalabad,65726.37,Unknown,9,39249.11,371.0,2024-03-13,Yes,472291.98,Private,0
C101534,66.0,Male,islamabad,93298.16,Matric,34,27199.39,560.0,2024-03-14,Yes,306038.5,Unemployed,0
C101535,46.0,Female,karachi,89314.93,Intermediate,18,22516.49,431.0,2024-03-15,Yes,313190.54,Business,0
C101536,18.0,Female,faisalabad,85476.32999999999,Matric,34,58983.92,573.0,2024-03-16,Yes,387645.32,Business,1
C101537,23.0,Female,faisalabad,42790.19,Matric,17,40353.07,302.0,2024-03-17,Yes,317699.92,Business,0
C101538,47.0,Male,Lahore,76865.21,Master,0,42199.81,554.0,2024-03-18,No,13646.95,Business,0
C101539,24.0,Male,islamabad,85476.32999999999,Bachelor,20,35117.41,577.0,2024-03-19,No,294589.44,Business,0
C101540,64.0,Female,rawalpindi,82477.94,Intermediate,8,43947.26,752.0,2024-03-20,Yes,347318.4,Business,0
C101541,26.0,Female,Lahore,58936.9,PhD,25,54100.45,588.0,2024-03-21,Yes,350007.07,Student,0
